ID,geneName,ORF,fullName,uniprot,GO,EC,KO,organism
3285,XC_3367,XC_3367,Uncharacterized protein,A0A0H2XC77,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3286,acyP,XC_3368,Acylphosphatase,Q4URB1,GO:0003998,3.6.1.7,K01512,Xanthomonas campestris pv. campestris (strain 8004)
3287,XC_3369,XC_3369,Thioredoxin,A0A0H2XA68,GO:0005623; GO:0016209; GO:0016491; GO:0045454,,,Xanthomonas campestris pv. campestris (strain 8004)
3288,XC_3370,XC_3370,UPF0761 membrane protein XC_3370,Q4URA9,GO:0005887,,K07058,Xanthomonas campestris pv. campestris (strain 8004)
3289,XC_3371,XC_3371,NAD(P)H dehydrogenase (quinone),A0A0H2XAL0,GO:0050660; GO:0010181; GO:0051287; GO:0003955; GO:0050661,1.6.5.2,K03809,Xanthomonas campestris pv. campestris (strain 8004)
3290,XC_3372,XC_3372,Uncharacterized protein,A0A0H2XC29,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3291,XC_3373,XC_3373,Xylanase,A0A0H2XAH9,GO:0004348; GO:0006665; GO:0045493,,,Xanthomonas campestris pv. campestris (strain 8004)
3292,XC_3374,XC_3374,Asparaginase,A0A0H2XC83,GO:0006520,,K01424,Xanthomonas campestris pv. campestris (strain 8004)
3293,XC_3375,XC_3375,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase,A0A0H2XA73,GO:0002161; GO:0016829; GO:0006412,4.2.-.-,K03976,Xanthomonas campestris pv. campestris (strain 8004)
3294,XC_3376,XC_3376,Extracellular protease,A0A0H2XAL6,GO:0004252,,K14645,Xanthomonas campestris pv. campestris (strain 8004)
3295,XC_3377,XC_3377,Extracellular protease,A0A0H2XAI6,GO:0008233,,,Xanthomonas campestris pv. campestris (strain 8004)
3296,XC_3378,XC_3378,Extracellular protease,A0A0H2XC34,GO:0004252,,,Xanthomonas campestris pv. campestris (strain 8004)
3297,XC_3379,XC_3379,Extracellular protease,A0A0H2XC88,GO:0004252,,K14645,Xanthomonas campestris pv. campestris (strain 8004)
3298,XC_3380,XC_3380,Branched-chain-amino-acid aminotransferase,A0A0H2XA77,GO:0052656; GO:0052654; GO:0052655; GO:0009097; GO:0009098; GO:0009099,2.6.1.42,K00826,Xanthomonas campestris pv. campestris (strain 8004)
3299,XC_3381,XC_3381,Uncharacterized protein,A0A0H2XAM2,,,,Xanthomonas campestris pv. campestris (strain 8004)
3300,XC_3382,XC_3382,Uncharacterized protein,A0A0H2XC37,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3301,XC_3383,XC_3383,ECF sigma factor,A0A0H2XAJ1,GO:0003677; GO:0016987; GO:0003700; GO:0006352,,K03088,Xanthomonas campestris pv. campestris (strain 8004)
3302,XC_3384,XC_3384,Uncharacterized protein,A0A0H2XC93,,,,Xanthomonas campestris pv. campestris (strain 8004)
3303,XC_3385,XC_3385,Uncharacterized protein,A0A0H2XA84,,,,Xanthomonas campestris pv. campestris (strain 8004)
3304,XC_3386,XC_3386,Transcriptional regulator,A0A0H2XAM7,GO:0003677; GO:0006355; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
3305,XC_3387,XC_3387,Hydrolase,A0A0H2XC41,GO:0016787,,,Xanthomonas campestris pv. campestris (strain 8004)
3306,XC_3388,XC_3388,Uncharacterized protein,A0A0H2XAJ6,,,,Xanthomonas campestris pv. campestris (strain 8004)
3307,XC_3389,XC_3389,Uncharacterized protein,A0A0H2XC97,,,,Xanthomonas campestris pv. campestris (strain 8004)
3308,XC_3390,XC_3390,Uncharacterized protein,A0A0H2XA89,GO:0016491,,,Xanthomonas campestris pv. campestris (strain 8004)
3309,XC_3391,XC_3391,Exodeoxyribonuclease IX,A0A0H2XAN1,GO:0003677; GO:0004518,,,Xanthomonas campestris pv. campestris (strain 8004)
3310,XC_3392,XC_3392,MutT-like protein,A0A0H2XC45,GO:0016787,,K01515,Xanthomonas campestris pv. campestris (strain 8004)
3311,XC_3393,XC_3393,Uncharacterized protein,A0A0H2XAK1,GO:0008745; GO:0009253,,,Xanthomonas campestris pv. campestris (strain 8004)
3312,XC_3394,XC_3394,Proline iminopeptidase,A0A0H2XCA1,GO:0005737; GO:0004177,3.4.11.5,K01259,Xanthomonas campestris pv. campestris (strain 8004)
3313,prmC,XC_3395,Release factor glutamine methyltransferase,A0A0H2XA96,GO:0003676; GO:0036009; GO:0018364,2.1.1.297,K02493,Xanthomonas campestris pv. campestris (strain 8004)
3314,XC_3396,XC_3396,Alkyl hydroperoxide reductase subunit C,A0A0H2XAN6,GO:0005623; GO:0051920; GO:0045454; GO:0006979,,K03386,Xanthomonas campestris pv. campestris (strain 8004)
3315,XC_3397,XC_3397,Alkyl hydroperoxide reductase subunit F,A0A0H2XC49,GO:0005623; GO:0008785; GO:0009055; GO:0050660; GO:0051287; GO:0015035; GO:0045454; GO:0000302,,K03387,Xanthomonas campestris pv. campestris (strain 8004)
3316,XC_3398,XC_3398,Oxidative stress transcriptional regulator,A0A0H2XAK6,GO:0003677; GO:0003700; GO:0006351,,K04761,Xanthomonas campestris pv. campestris (strain 8004)
3317,XC_3399,XC_3399,Regulator of nucleoside diphosphate kinase,A0A0H2XCA5,GO:0003677; GO:0016301; GO:0032784,,K06140,Xanthomonas campestris pv. campestris (strain 8004)
3318,tal,XC_3400,Transaldolase,Q4UR79,GO:0005737; GO:0004801; GO:0005975; GO:0006098,2.2.1.2,K00616,Xanthomonas campestris pv. campestris (strain 8004)
3319,XC_3401,XC_3401,Uncharacterized protein,A0A0H2XAA2,,,,Xanthomonas campestris pv. campestris (strain 8004)
3320,msrA,XC_3402,Peptide methionine sulfoxide reductase MsrA,Q4UR77,GO:0008113; GO:0006464; GO:0030091; GO:0006979,1.8.4.11,K07304,Xanthomonas campestris pv. campestris (strain 8004)
3321,XC_3403,XC_3403,Uncharacterized protein,A0A0H2XAP1,GO:0004683,,,Xanthomonas campestris pv. campestris (strain 8004)
3322,XC_3404,XC_3404,Two-component system regulatory protein,A0A0H2XC52,GO:0003677; GO:0006355; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
3323,XC_3405,XC_3405,Two-component system sensor protein,A0A0H2XAK9,GO:0016021; GO:0005622; GO:0000155,,,Xanthomonas campestris pv. campestris (strain 8004)
3324,XC_3406,XC_3406,Two-component system regulatory protein,A0A0H2XCA8,GO:0005622; GO:0000160,,,Xanthomonas campestris pv. campestris (strain 8004)
3325,XC_3407,XC_3407,Uncharacterized protein,A0A0H2XAA7,GO:0016151; GO:0006461; GO:0019627,,,Xanthomonas campestris pv. campestris (strain 8004)
3326,XC_3408,XC_3408,Glutathione S-transferase,A0A0H2XAP6,GO:0016740,,K00799,Xanthomonas campestris pv. campestris (strain 8004)
3327,glnS,XC_3409,Glutamine--tRNA ligase,Q4UR70,GO:0005737; GO:0005524; GO:0004819; GO:0006424,6.1.1.18,K01886,Xanthomonas campestris pv. campestris (strain 8004)
3328,XC_3410,XC_3410,Transcriptional regulator,A0A0H2XC57,GO:0043565; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
3329,XC_3411,XC_3411,Integral membrane protein,A0A0H2XAL4,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3330,XC_3412,XC_3412,Uncharacterized protein,A0A0H2XCB1,,,,Xanthomonas campestris pv. campestris (strain 8004)
3331,XC_3413,XC_3413,Uncharacterized protein,A0A0H2XAB1,GO:0003824; GO:0008270,,,Xanthomonas campestris pv. campestris (strain 8004)
3332,rlmM,XC_3414,Ribosomal RNA large subunit methyltransferase M,Q4UR65,GO:0005737; GO:0008757; GO:0006364,2.1.1.186,K06968,Xanthomonas campestris pv. campestris (strain 8004)
3333,XC_3415,XC_3415,Glucose-fructose oxidoreductase,A0A0H2XAQ2,GO:0016491,,K00118,Xanthomonas campestris pv. campestris (strain 8004)
3334,XC_3416,XC_3416,Gluconolactonase,A0A0H2XC60,,,,Xanthomonas campestris pv. campestris (strain 8004)
3335,XC_3417,XC_3417,Uncharacterized protein,A0A0H2XAL9,,,,Xanthomonas campestris pv. campestris (strain 8004)
3336,XC_3418,XC_3418,Uncharacterized protein,A0A0H2XCB6,GO:0005509,,,Xanthomonas campestris pv. campestris (strain 8004)
3337,XC_3419,XC_3419,Transcriptional regulator marR family,A0A0H2XAB7,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
3338,XC_3420,XC_3420,p-hydroxycinnamoyl CoA hydratase/lyase,A0A0H2XAQ7,GO:0016829; GO:0008152,,K18383,Xanthomonas campestris pv. campestris (strain 8004)
3339,XC_3421,XC_3421,Aldehyde dehydrogenase,A0A0H2XC64,GO:0016620,,K00128,Xanthomonas campestris pv. campestris (strain 8004)
3340,XC_3422,XC_3422,Uncharacterized protein,A0A0H2XAM3,GO:0016620,,,Xanthomonas campestris pv. campestris (strain 8004)
3341,XC_3423,XC_3423,Uncharacterized protein,A0A0H2XCB9,,,,Xanthomonas campestris pv. campestris (strain 8004)
3342,XC_3424,XC_3424,Acid-CoA ligase,A0A0H2XAC4,GO:0016874; GO:0008152,,K00666,Xanthomonas campestris pv. campestris (strain 8004)
3343,XC_3425,XC_3425,Transcriptional regulator,A0A0H2XAR2,GO:0003677; GO:0003700; GO:0006351,,K02623,Xanthomonas campestris pv. campestris (strain 8004)
3344,XC_3426,XC_3426,Protocatechuate degradation protein,A0A0H2XC69,,,K04100,Xanthomonas campestris pv. campestris (strain 8004)
3345,XC_3427,XC_3427,"Protocatechuate 3,4-dioxygenase beta chain",A0A0H2XAM8,GO:0051213; GO:0008198; GO:0006725,,K04101,Xanthomonas campestris pv. campestris (strain 8004)
3346,XC_3428,XC_3428,Transcriptional regulator gntR family,A0A0H2XCC4,GO:0003677; GO:0003700; GO:0006351,,K11475,Xanthomonas campestris pv. campestris (strain 8004)
3347,XC_3429,XC_3429,Uncharacterized protein,A0A0H2XAD0,,,,Xanthomonas campestris pv. campestris (strain 8004)
3348,XC_3430,XC_3430,Uncharacterized protein,A0A0H2XAR7,,,,Xanthomonas campestris pv. campestris (strain 8004)
3349,XC_3431,XC_3431,Hydrolase,A0A0H2XC73,GO:0016787,,,Xanthomonas campestris pv. campestris (strain 8004)
3350,XC_3432,XC_3432,VisC protein,A0A0H2XAN5,GO:0071949; GO:0016709; GO:0006744,,K03184,Xanthomonas campestris pv. campestris (strain 8004)
3351,XC_3433,XC_3433,2-octaprenyl-6-methoxyphenol hydroxylase,A0A0H2XCC9,GO:0008681; GO:0071949; GO:0016709; GO:0006744,,K03185,Xanthomonas campestris pv. campestris (strain 8004)
3352,XC_3434,XC_3434,Uncharacterized protein,A0A0H2XAD5,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3353,XC_3435,XC_3435,Uncharacterized protein,A0A0H2XAS2,,,K00798,Xanthomonas campestris pv. campestris (strain 8004)
3354,XC_3436,XC_3436,Acetoin utilization family protein,A0A0H2XC80,,,,Xanthomonas campestris pv. campestris (strain 8004)
3355,lptD,XC_3437,LPS-assembly protein LptD,Q4UR42,GO:0009279; GO:0043165; GO:0015920; GO:0010033,,K04744,Xanthomonas campestris pv. campestris (strain 8004)
3356,surA,XC_3438,Chaperone SurA,Q4UR41,GO:0030288; GO:0042277; GO:0003755; GO:0051085; GO:0043165; GO:0060274; GO:0050821,5.2.1.8,K03771,Xanthomonas campestris pv. campestris (strain 8004)
3357,pdxA,XC_3439,4-hydroxythreonine-4-phosphate dehydrogenase,Q4UR40,GO:0005737; GO:0050570; GO:0050897; GO:0000287; GO:0051287; GO:0008270; GO:0042823; GO:0008615,1.1.1.262,K00097,Xanthomonas campestris pv. campestris (strain 8004)
3358,rsmA,XC_3440,Ribosomal RNA small subunit methyltransferase A,Q4UR39,GO:0005737; GO:0052908; GO:0003723; GO:0000179,2.1.1.182,K02528,Xanthomonas campestris pv. campestris (strain 8004)
3359,apaG,XC_3441,Protein ApaG,Q4UR38,,,K06195,Xanthomonas campestris pv. campestris (strain 8004)
3360,apaH,XC_3442,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical",A0A0H2XAN9,GO:0008803,3.6.1.41,K01525,Xanthomonas campestris pv. campestris (strain 8004)
3361,XC_3443,XC_3443,Dihydrofolate reductase,A0A0H2XCD3,GO:0004146; GO:0050661; GO:0006545; GO:0009165; GO:0006730; GO:0046654,1.5.1.3,K00287,Xanthomonas campestris pv. campestris (strain 8004)
3362,thyA,XC_3444,Thymidylate synthase,Q4UR35,GO:0005737; GO:0004799; GO:0006231; GO:0006235,2.1.1.45,K00560,Xanthomonas campestris pv. campestris (strain 8004)
3363,lgt,XC_3445,Prolipoprotein diacylglyceryl transferase,Q4UR34,GO:0016021; GO:0005886; GO:0008961; GO:0042158; GO:0009249,2.4.99.-,K13292,Xanthomonas campestris pv. campestris (strain 8004)
3364,XC_3446,XC_3446,Uncharacterized protein,A0A0H2XAD9,,,,Xanthomonas campestris pv. campestris (strain 8004)
3365,XC_3447,XC_3447,Glycine rich protein,A0A0H2XAS8,GO:0016021,,K06872,Xanthomonas campestris pv. campestris (strain 8004)
3366,XC_3448,XC_3448,Uncharacterized protein,A0A0H2XC84,,,K03744,Xanthomonas campestris pv. campestris (strain 8004)
3367,XC_3449,XC_3449,Diacylglycerol kinase,A0A0H2XAP4,GO:0016021; GO:0005886; GO:0004143; GO:0006654; GO:0008654,,K00901,Xanthomonas campestris pv. campestris (strain 8004)
3368,XC_3450,XC_3450,Uncharacterized protein,A0A0H2XCD9,,,,Xanthomonas campestris pv. campestris (strain 8004)
3369,XC_3451,XC_3451,Two-component system sensor protein,A0A0H2XAE5,GO:0016021; GO:0005622; GO:0005524; GO:0000155,,,Xanthomonas campestris pv. campestris (strain 8004)
3370,XC_3452,XC_3452,Two-component system regulatory protein,A0A0H2XAT2,GO:0005622; GO:0003677; GO:0000160; GO:0006355; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
3371,XC_3453,XC_3453,Acyl-CoA thioesterase I,A0A0H2XC89,,,K10804,Xanthomonas campestris pv. campestris (strain 8004)
3372,XC_3454,XC_3454,ABC transporter ATP-binding protein,A0A0H2XAP9,GO:0005524; GO:0016887,,K02003,Xanthomonas campestris pv. campestris (strain 8004)
3373,XC_3455,XC_3455,Oxidoreductase,A0A0H2XCE4,GO:0016021; GO:0005886,,K02004,Xanthomonas campestris pv. campestris (strain 8004)
3374,XC_3456,XC_3456,Taurine dioxygenase,A0A0H2XAF0,GO:0051213,,K03119,Xanthomonas campestris pv. campestris (strain 8004)
3375,XC_3457,XC_3457,ABC transporter substrate binding protein,A0A0H2XAT7,,,K02051,Xanthomonas campestris pv. campestris (strain 8004)
3376,XC_3458,XC_3458,ABC transporter ATP-binding component,A0A0H2XC94,GO:0005524; GO:0016887,,K02049,Xanthomonas campestris pv. campestris (strain 8004)
3377,XC_3459,XC_3459,Permease,A0A0H2XAQ5,GO:0016021; GO:0005886; GO:0006810,,K02050,Xanthomonas campestris pv. campestris (strain 8004)
3378,XC_3460,XC_3460,Uncharacterized protein,A0A0H2XCE9,GO:0016021,,K09922,Xanthomonas campestris pv. campestris (strain 8004)
3379,XC_3461,XC_3461,Uncharacterized protein,A0A0H2XAF5,,,,Xanthomonas campestris pv. campestris (strain 8004)
3380,XC_3462,XC_3462,Uncharacterized protein,A0A0H2XAU2,,,,Xanthomonas campestris pv. campestris (strain 8004)
3381,XC_3463,XC_3463,Outer membrane hemin receptor,A0A0H2XC98,GO:0009279; GO:0004872; GO:0005215,,K16087,Xanthomonas campestris pv. campestris (strain 8004)
3382,XC_3464,XC_3464,Uncharacterized protein,A0A0H2XAR0,,,,Xanthomonas campestris pv. campestris (strain 8004)
3383,XC_3465,XC_3465,Uncharacterized protein,A0A0H2XCF5,,,,Xanthomonas campestris pv. campestris (strain 8004)
3384,XC_3466,XC_3466,Voltage-gated potassium channel beta subunit,A0A0H2XAG0,,,,Xanthomonas campestris pv. campestris (strain 8004)
3385,XC_3467,XC_3467,Nucleoside transporter,A0A0H2XAU8,GO:0016021; GO:0005337,,K03317,Xanthomonas campestris pv. campestris (strain 8004)
3386,rbsK,XC_3468,Ribokinase,A0A0H2XCA2,GO:0005737; GO:0005524; GO:0046872; GO:0004747; GO:0019303,2.7.1.15,K00852,Xanthomonas campestris pv. campestris (strain 8004)
3387,dusB,XC_3469,tRNA-dihydrouridine synthase B,A0A0H2XAR5,GO:0050660; GO:0010181; GO:0000049; GO:0017150,1.3.1.-,K05540,Xanthomonas campestris pv. campestris (strain 8004)
3388,XC_3470,XC_3470,Uncharacterized protein,A0A0H2XCG1,GO:0016021,,K07038,Xanthomonas campestris pv. campestris (strain 8004)
3389,metK,XC_3471,S-adenosylmethionine synthase,Q4UR08,GO:0005737; GO:0005524; GO:0000287; GO:0004478; GO:0006730; GO:0006556,2.5.1.6,K00789,Xanthomonas campestris pv. campestris (strain 8004)
3390,XC_3472,XC_3472,Uncharacterized protein,A0A0H2XAG6,,,,Xanthomonas campestris pv. campestris (strain 8004)
3391,XC_3473,XC_3473,Phosphoanhydride phosphohydrolase,A0A0H2XAV3,GO:0003993,,K01093,Xanthomonas campestris pv. campestris (strain 8004)
3392,XC_3474,XC_3474,TonB-dependent receptor,A0A0H2XCA6,GO:0009279; GO:0004872; GO:0006810,,,Xanthomonas campestris pv. campestris (strain 8004)
3393,XC_3475,XC_3475,Uncharacterized protein,A0A0H2XAS0,GO:0009279; GO:0016021,,K03286,Xanthomonas campestris pv. campestris (strain 8004)
3394,XC_3476,XC_3476,Uncharacterized protein,A0A0H2XCG5,,,,Xanthomonas campestris pv. campestris (strain 8004)
3395,XC_3477,XC_3477,Uncharacterized protein,A0A0H2XAH1,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3396,XC_3478,XC_3478,Transcriptional regulator tetR/acrR family,A0A0H2XAV7,GO:0003677; GO:0006355; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
3397,ppc,XC_3479,Phosphoenolpyruvate carboxylase,Q4UR00,GO:0000287; GO:0008964; GO:0015977; GO:0006107; GO:0006099,4.1.1.31,K01595,Xanthomonas campestris pv. campestris (strain 8004)
3398,XC_3481,XC_3481,Uncharacterized protein,A0A0H2XCA9,GO:0008236,,,Xanthomonas campestris pv. campestris (strain 8004)
3399,ahcY,XC_3482,Adenosylhomocysteinase,Q4UQZ8,GO:0005737; GO:0004013; GO:0051287; GO:0006730; GO:0019510,3.3.1.1,K01251,Xanthomonas campestris pv. campestris (strain 8004)
3400,XC_3483,XC_3483,Uncharacterized protein,A0A0H2XAS5,,,,Xanthomonas campestris pv. campestris (strain 8004)
3401,XC_3484,XC_3484,Uncharacterized protein,A0A0H2XCG9,,,,Xanthomonas campestris pv. campestris (strain 8004)
3402,XC_3485,XC_3485,Uncharacterized protein,A0A0H2XAH7,,,K09912,Xanthomonas campestris pv. campestris (strain 8004)
3403,XC_3486,XC_3486,Uncharacterized protein,A0A0H2XAW1,,,,Xanthomonas campestris pv. campestris (strain 8004)
3404,XC_3487,XC_3487,Alpha-amylase,A0A0H2XCB3,GO:0004556; GO:0043169; GO:0005975,3.2.1.1,K01176,Xanthomonas campestris pv. campestris (strain 8004)
3405,XC_3488,XC_3488,Phosphoglycerate mutase,A0A0H2XAT0,,,K01834,Xanthomonas campestris pv. campestris (strain 8004)
3406,XC_3489,XC_3489,Uncharacterized protein,A0A0H2XCH2,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3407,XC_3490,XC_3490,Uncharacterized protein,A0A0H2XAI2,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3408,XC_3491,XC_3491,D-galactose 1-dehydrogenase,A0A0H2XAW5,GO:0016491,,K00035,Xanthomonas campestris pv. campestris (strain 8004)
3409,XC_3492,XC_3492,Uncharacterized protein,A0A0H2XCB5,,,,Xanthomonas campestris pv. campestris (strain 8004)
3410,XC_3493,XC_3493,Quinone reductase,A0A0H2XAT4,GO:0016491; GO:0008270,,,Xanthomonas campestris pv. campestris (strain 8004)
3411,XC_3494,XC_3494,Uncharacterized protein,A0A0H2XCH5,,,,Xanthomonas campestris pv. campestris (strain 8004)
3412,XC_3495,XC_3495,Uncharacterized protein,A0A0H2XAI7,GO:0004553; GO:0005975,,,Xanthomonas campestris pv. campestris (strain 8004)
3413,XC_3496,XC_3496,Methylenetetrahydrofolate reductase,A0A0H2XAW9,GO:0005829; GO:0004489; GO:0009086; GO:0035999,1.5.1.20,K00297,Xanthomonas campestris pv. campestris (strain 8004)
3414,XC_3497,XC_3497,Uncharacterized protein,A0A0H2XCC0,,,,Xanthomonas campestris pv. campestris (strain 8004)
3415,XC_3498,XC_3498,Uncharacterized protein,A0A0H2XAT9,,,,Xanthomonas campestris pv. campestris (strain 8004)
3416,XC_3499,XC_3499,dGTP-pyrophosphohydrolase,A0A0H2XCH8,GO:0008413; GO:0004789; GO:0006281; GO:0009228,,K03574,Xanthomonas campestris pv. campestris (strain 8004)
3417,XC_3500,XC_3500,Uncharacterized protein,A0A0H2XAJ2,,,,Xanthomonas campestris pv. campestris (strain 8004)
3418,secA,XC_3501,Protein translocase subunit SecA,Q4UQX9,GO:0005737; GO:0005886; GO:0005524; GO:0046872; GO:0065002; GO:0017038; GO:0006605,,K03070,Xanthomonas campestris pv. campestris (strain 8004)
3419,XC_3502,XC_3502,Peptidase,A0A0H2XAX3,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3420,XC_3503,XC_3503,Uncharacterized protein,A0A0H2XCC5,,,,Xanthomonas campestris pv. campestris (strain 8004)
3421,lpxC,XC_3504,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Q4UQX6,GO:0046872; GO:0008759; GO:0103117; GO:0009245,3.5.1.108,K02535,Xanthomonas campestris pv. campestris (strain 8004)
3422,ftsZ,XC_3505,Cell division protein FtsZ,A0A0H2XAU4,GO:0032153; GO:0005737; GO:0005525; GO:0003924; GO:0090529; GO:0043093; GO:0051258,,K03531,Xanthomonas campestris pv. campestris (strain 8004)
3423,ftsA,XC_3506,Cell division protein FtsA,A0A0H2XCI1,GO:0032153; GO:0009898; GO:0043093,,K03590,Xanthomonas campestris pv. campestris (strain 8004)
3424,ftsQ,XC_3507,Cell division protein FtsQ,A0A0H2XAJ7,GO:0032153; GO:0005887; GO:0090529; GO:0043093,,K03589,Xanthomonas campestris pv. campestris (strain 8004)
3425,ddl,XC_3508,D-alanine--D-alanine ligase,A0A0H2XAX7,GO:0005737; GO:0005524; GO:0008716; GO:0000287; GO:0030145; GO:0071555; GO:0009252; GO:0008360,6.3.2.4,K01921,Xanthomonas campestris pv. campestris (strain 8004)
3426,murC,XC_3509,UDP-N-acetylmuramate--L-alanine ligase,Q4UQX1,GO:0005737; GO:0005524; GO:0008763; GO:0007049; GO:0051301; GO:0071555; GO:0009252; GO:0008360,6.3.2.8,K01924,Xanthomonas campestris pv. campestris (strain 8004)
3427,murG,XC_3510,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Q4UQX0,GO:0005886; GO:0051991; GO:0050511; GO:0005975; GO:0007049; GO:0051301; GO:0071555; GO:0030259; GO:0009252; GO:0008360,2.4.1.227,K02563,Xanthomonas campestris pv. campestris (strain 8004)
3428,ftsW,XC_3511,Putative lipid II flippase FtsW,A0A0H2XCD1,GO:0032153; GO:0005887; GO:0015648; GO:0071555; GO:0043093; GO:0009252; GO:0008360,,K03588,Xanthomonas campestris pv. campestris (strain 8004)
3429,mraY,XC_3512,Phospho-N-acetylmuramoyl-pentapeptide-transferase,Q4UQW8,GO:0016021; GO:0005886; GO:0008963; GO:0051992; GO:0007049; GO:0051301; GO:0071555; GO:0009252; GO:0008360,2.7.8.13,K01000,Xanthomonas campestris pv. campestris (strain 8004)
